id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens
371762,389987,8000,8000,6650, 36 months,12.53%,267.73,C,C1,Amedisys inc,10+ years,MORTGAGE,50000,Verified,9-Jan,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=371762," I am requesting a 8,000 personal loan that I would pay for at a fixed rate over a 36 month period.",major_purchase,Personal,604xx,IL,21.29,1,Aug-00,695,699,4,7,,15,0,34938,59.60%,30,f,0,0,8680.631675,7215.78,8000,680.63,0,0,0,9-Oct,6539.24,9-Nov,9-Oct,644,640,0,1,INDIVIDUAL,0,0,0,0,0
372028,373874,10000,10000,5647.706992, 36 months,12.84%,336.18,C,C2,State Department Federal,5 years,RENT,51350,Verified,9-Jan,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=372028,I need to consolidate all of my high interest loans and accounts with an exception of my car loan.,debt_consolidation,High Interest Debt Consolidation,223xx,VA,21.64,0,Oct-00,710,714,4,,,7,0,10227,92.10%,20,f,0,0,7275.87,4107.28,229.09,106.98,0,6939.8,1174.4296,9-Feb,336.18,10-Jan,16-Nov,739,735,0,1,INDIVIDUAL,0,0,0,0,0
371921,390289,5000,5000,2665.195048, 36 months,16.00%,175.79,E,E2,fish window,6 years,RENT,42996,Not Verified,9-Jan,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=371921, we will get married this year and looking for some help,wedding,wedding,928xx,CA,13.12,0,6-Oct,680,684,2,,,7,0,2754,34.40%,9,f,0,0,6328.263704,3269.25,5000,1328.26,0,0,0,12-Jan,182.01,12-Feb,16-Nov,719,715,0,1,INDIVIDUAL,0,0,0,0,0
369734,385855,7000,7000,4555.152871, 36 months,14.74%,241.76,D,D3,Social Security Administration,< 1 year,MORTGAGE,35600,Not Verified,9-Jan,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=369734, We are a stable family with good jobs and a new baby with a need to consolidate our high interest credit cards so we can close the accounts and make one payment monthly.,debt_consolidation,Consolidate debt,440xx,OH,19.38,0,Jul-98,670,674,5,61,,9,0,6907,51.90%,27,f,0,0,8694.479385,5506.02,7000,1694.48,0,0,0,11-Nov,724.75,11-Dec,12-Feb,664,660,0,1,INDIVIDUAL,0,0,0,0,0
370611,387624,10000,10000,5825.002026, 36 months,13.16%,337.71,C,C3,General Electric,5 years,MORTGAGE,70000,Verified,9-Jan,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=370611,Personal loan is 25% and Credit card is 19% would like to consolidate into one payment.,debt_consolidation,Pay off personal loan and pay off CC ,189xx,PA,19.7,0,Sep-97,690,694,4,51,,11,0,27200,69.20%,46,f,0,0,8297.22,4831.5,5871.98,1893.21,31.86562597,500.16,175.15,11-Jan,341.24,11-Jun,16-Nov,589,585,0,1,INDIVIDUAL,0,0,0,0,0
370415,387258,15000,15000,11933.87, 36 months,11.89%,497.46,B,B4,"University of Alaska, Anchorage",9 years,MORTGAGE,90000,Verified,9-Jan,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=370415,"I have recently purchased a home in Anchorage, Alaska where I have lived for the past 14 years.  I have been a college professor at UAA for the past 10 years.  The purpose of my loan request is to assist in remodeling my new home to make it wheelchair accessible.  I have MS and have been using a wheelchair for the past 11 years.    Money that I might receive from this loan would assist in making the bathroom and kitchen wheelchair friendly.  These alterations will help me live as independently as possible.",home_improvement,Make Home Wheelchair Accessible,995xx,AK,17.11,0,Dec-86,710,714,1,,,18,0,96473,48.10%,23,f,0,0,17694.4678,13860.79,14999.99,2694.48,0,0,0,11-Apr,4776.14,11-May,16-Jul,759,755,0,1,INDIVIDUAL,0,0,0,0,0
369903,386202,15000,15000,7155.15, 36 months,16.63%,532.05,E,E4,Mississippi State University,10+ years,MORTGAGE,114000,Verified,9-Jan,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=369903, I like to have an emergency fund.  This money will be set aside in case I fall sick or need money urgently.,other,Emergency fund,397xx,MS,21.95,0,Aug-94,670,674,6,61,,9,0,107611,89.10%,19,f,0,0,4095.94,2126.3,1322.86,803.82,0,1969.26,0,9-May,532.05,9-Oct,16-Nov,714,710,0,1,INDIVIDUAL,0,0,0,0,0
369896,386180,5000,5000,2675, 36 months,13.47%,169.62,C,C4,Little Caesar,< 1 year,OTHER,12000,Not Verified,9-Jan,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=369896, I need the loan to pay of one credit card and buy some furniture ,debt_consolidation,Consolidate,958xx,CA,9.9,0,5-Dec,695,699,4,,,6,0,2905,25.50%,10,f,0,0,1880.82,1005.25,1318.37,544.29,14.97347011,3.19,0,9-Dec,184.62,10-May,16-Nov,594,590,0,1,INDIVIDUAL,0,0,0,0,0
369725,385844,15000,15000,6440.545271, 36 months,13.79%,511.14,C,C5,IBM,10+ years,MORTGAGE,322008,Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=369725,"Bought a new house in Georgia, selling our house in Connecticut. What we  owe is more than buyout offer we are getting as part of relocation package. This loan will enable us to close/sell on old house.",other,Bridge Loan,064xx,CT,9.98,0,Sep-81,720,724,7,61,,17,0,13739,67.70%,52,f,0,0,18394.89118,7225.14,15000,3394.89,0,0,0,11-Dec,1018.62,12-Jan,12-Apr,749,745,0,1,INDIVIDUAL,0,0,0,0,0
369735,384725,9000,9000,5560.850626, 36 months,8.00%,282.03,A,A3,inova technology,5 years,MORTGAGE,100000,Verified,9-Jan,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=369735,short tem loan for credit card payment,credit_card,credit payment,330xx,FL,23.9,0,Sep-90,775,779,2,69,,14,0,212878,5.80%,26,f,0,0,10152.88604,6188.31,8999.99,1152.89,0,0,0,12-Jan,293.81,12-Feb,15-Feb,759,755,0,1,INDIVIDUAL,0,0,0,0,0
369701,385797,10000,10000,3808.411444, 36 months,12.53%,334.67,C,C1,Lockheed Martin Corp.,10+ years,MORTGAGE,114000,Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=369701,I am attempting to consolidate credit card debt to a loan with more attractive terms than what credit card banks are offering.  ,debt_consolidation,Consolidate Credit Card Deb,328xx,FL,15.39,0,Nov-78,720,724,0,,,10,0,141532,97.20%,27,f,0,0,12047.76982,4161.59,10000,2047.77,0,0,0,12-Jan,340.31,12-Feb,12-Jan,544,540,0,1,INDIVIDUAL,0,0,0,0,0
369654,385696,7000,7000,6075, 36 months,17.26%,250.49,F,F1,"NLJ Enterprises, LLC",1 year,RENT,32000,Verified,9-Jan,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=369654,"Based in Rochester, MN, home of the Mayo Clinic, we are in the process of opening a new All-American cafe, chocolate shop and bakery to serve the local community's need for this more personalized, served with a smile way of doing business.  We have opened a test location for the chocolate product at the local mall where we bought time ahead but due to a slow holiday season we are falling short of goal and need an influx of around $4,000 to $5,000 to carry us through till February and the start of construction and acceptance of our SBA loan after the beginning of 2009.  The product has gained much praise thus far and there is a great local excitement for the official announcement of the cafe.  This loan will be used to pay off the remainder of the rent through February that is due by years end and to purchase a small amount of Valentines Day themed product.  Our current inventory is paid for in full so our only current obligation is the remaining rent.  Thank you for looking at our investment opportunity and I look forward to your offer.",small_business,Small Investment Needed to Carry Through,559xx,MN,12.26,0,2-Jan,665,669,4,63,,5,0,26726,98.30%,7,f,0,0,1289.41,1118.95,611.14,389.1,0,289.17,2.84,9-May,250.49,9-Oct,16-Oct,704,700,0,1,INDIVIDUAL,0,0,0,0,0
369213,384669,5000,5000,4612.858599, 36 months,16.95%,178.14,E,E5,inskip,1 year,OWN,26000,Not Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=369213,i am using this money for business purposes,other,JFP Loan,028xx,RI,2.91,0,5-Jun,665,669,7,,,8,0,8136,36.50%,11,f,0,0,6412.773376,5867.97,5000,1412.77,0,0,0,12-Jan,182.06,12-Feb,12-Jun,579,575,0,1,INDIVIDUAL,0,0,0,0,0
369084,384386,4000,4000,3686.978196, 36 months,15.37%,139.39,D,D5,Kelly Services,4 years,OWN,24000,Not Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=369084, I have medical and credit cards bills that are getting overwhelming. This loan will be able to help alot because i will be able to pay just one monthly bill instead of paying all separate bills. ,medical,To pay off debts,347xx,FL,18.35,0,6-Aug,680,684,0,,,5,0,1272,38.50%,5,f,0,0,4956.209708,4535.11,4000,956.21,0,0,0,11-May,1195.28,11-Jun,11-May,644,640,0,1,INDIVIDUAL,0,0,0,0,0
369039,384300,10800,10800,5675, 36 months,15.05%,374.67,D,D4,First Data,1 year,RENT,84000,Not Verified,8-Dec,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=369039,"Hello, I am seeking to borrow money in order to consolidate credit card debt and a high interest loan. I am a reliable payer and have no late payments in my credit history.    I am seeking to consolidate my debt because I paid for some graduate school expenses with my credit cards, as well as utilizing a higher interest personal loan.  Due to the current financial economy, I was not able to obtain a student loan.   I usually obtain my student loans through TERI, which is currently in reorganization and is not accepting new loans.   I go to law school part time in the evening (don't hold this against me for those of you who may not be fond of lawyers) and work full time as a senior business analyst.     I will be consolidating the personal loan, as well as some credit card debt.  The payment of this loan ($378) will be lower than what I am currently paying for these debts ($294 for the loan, $75/month for two different credit cards that I plan to pay off).   In addition, the interest rate on this loan is lower than all rates on these three items.   Thank-you for your consideration - again, I have no late payments or any other negative credit history.  My only issue is that I have high revolving debt because I paid for some education expenses using credit.    I appreciate your consideration. ",credit_card, Reliable borrower seeks to consolidate,958xx,CA,12.79,0,Apr-94,695,699,6,,,10,0,26598,97.10%,22,f,0,0,6548.18,3438.01,4274.6,1979.86,0,293.72,3.03,10-Jul,130.48,10-Nov,16-Oct,609,605,0,1,INDIVIDUAL,0,0,0,0,0
368907,383867,5000,5000,3925.503793, 36 months,13.47%,169.62,C,C4,Sodexo  INC.,6 years,RENT,24996,Not Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=368907, I will be using the loan to consolidate my debt and pay it off more quickly and in a simpler manor.,debt_consolidation,Consolidation,731xx,OK,9.65,0,3-Nov,685,689,4,,,5,0,6608,60.10%,18,f,0,0,6067.194024,4664.73,5000,1067.2,0,0,0,11-Jul,1162.66,11-Jul,16-Nov,669,665,0,1,INDIVIDUAL,0,0,0,0,0
368667,383128,3000,3000,1754.05077, 36 months,14.74%,103.62,D,D3,Delaware Moving and Storage,7 years,RENT,25000,Not Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=368667,I would like to borrow 7000 so that I can fix up some things in my home.,home_improvement,home improve,197xx,DE,14.16,0,May-91,710,714,8,,,9,0,7162,44.80%,10,f,0,0,3650.245175,2116.48,3000,650.25,0,0,0,11-Feb,1165.22,11-Feb,11-Jun,689,685,0,1,INDIVIDUAL,0,0,0,0,0
368488,383085,5500,5500,3734.19, 36 months,12.21%,183.24,B,B5,verizon wireless,10+ years,RENT,27996,Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=368488,consolidate debt and extra cash for college education,debt_consolidation,personal loan,930xx,CA,5.53,0,4-Jan,720,724,5,47,,8,0,4405,23.40%,14,f,0,0,6457.570373,4163,5500,957.57,0,0,0,11-Feb,6.18,11-Feb,16-Aug,714,710,0,1,INDIVIDUAL,0,0,0,0,0
368709,383483,5375,5375,4013.159673, 36 months,13.47%,182.34,C,C4,Black Hills Truck  and  Trailer,< 1 year,OWN,24504,Not Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=368709, I have a few small loans and a credit card. and owe money to a friend. I'd like to get this loan to take care of all that and only have one payment.,debt_consolidation,Only one Payment,577xx,SD,23.36,0,4-Dec,690,694,5,,,5,0,3039,50.60%,11,f,0,0,6456.278427,4691.54,5375,1081.28,0,0,0,11-Mar,1906.07,11-Mar,11-Mar,629,625,0,1,INDIVIDUAL,0,0,0,0,0
368542,383203,12000,12000,2500, 36 months,10.95%,392.57,B,B1,Self employed,10+ years,MORTGAGE,450000,Source Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=368542,"Thriving services company in need of short term cash infusion to cover expansion and acquisition costs.  Will be repaid in less than 60 days, open to competitive rates.",small_business,Short Term (60 day) business loan,214xx,MD,8.49,0,Nov-94,735,739,3,,,12,0,224090,40.10%,42,f,0,0,12617.61551,2628.67,12000,617.62,0,0,0,9-Jul,10656.26,9-Jul,16-Nov,714,710,0,1,INDIVIDUAL,0,0,0,0,0
367972,382012,8000,8000,4594.83, 36 months,11.89%,265.32,B,B4,School District 99,10+ years,MORTGAGE,60000,Not Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=367972,We would like to pay off empire carpet. We had 18 months free financing and the free financing is up in January. So we would like to get the loan so we won't have to pay the back finance on the carpet loan. Also to pay off Home Depot credit card.,debt_consolidation,Personel Loan,605xx,IL,19.52,0,Jul-95,700,704,3,52,,11,0,83434,69%,56,f,0,0,9551.145187,5188.69,7999.99,1551.16,0,0,0,12-Jan,272.02,12-Jan,14-Sep,709,705,0,1,INDIVIDUAL,0,0,0,0,0
367996,382047,9500,9500,5920.484658, 36 months,15.05%,329.57,D,D4,SMSC Gaming Enterprise,6 years,RENT,57700,Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=367996,Unfortunately my story isn't uncommon. I would like to pay down my credit cards. I have a good job and feel secure about it as my company has not announced any lay-offs. A fresh start would mean a new lease  - thank you for your consideration.,debt_consolidation,Goodjobdesiretodothesmartthing,554xx,MN,12.31,0,Mar-81,705,709,4,,,5,0,25506,98.90%,17,f,0,0,11590.05576,7021.14,9500,2090.06,0,0,0,11-Aug,283.28,11-Sep,16-Nov,684,680,0,1,INDIVIDUAL,0,0,0,0,0
367597,381302,6000,6000,5189.905855, 36 months,14.74%,207.23,D,D3,R L Maxwell  and  Assoc,10+ years,MORTGAGE,42000,Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=367597, Pay off two credit cards.,debt_consolidation,Loan1,631xx,MO,22.17,0,May-96,700,704,8,43,,8,0,17295,74.50%,23,f,0,0,7490.045904,6418.04,6000,1460.05,30.00000004,0,0,12-Jan,230.79,12-Jan,16-Nov,644,640,0,1,INDIVIDUAL,0,0,0,0,0
365040,375924,3250,3250,2907.917059, 36 months,16.00%,114.27,E,E2,Kasky Insurance,4 years,OWN,18000,Not Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=365040,I have a year and a half left at an Ivy Legue school where I am studying Business Management. Private lenders are only offering loans at extremely high rates and I really don't want to pay 13-14% interest. I work and live at home so I hardly have any expenses and most of my federal education loans are deferred but I can't don't make enough to pay for each semester up font.,educational,Help Me Finish My Degree,152xx,PA,20.2,0,4-Oct,660,664,6,,,12,0,1748,83.20%,19,f,0,0,4098.489498,3628.93,3250,848.49,0,0,0,11-Aug,566.48,11-Sep,15-Feb,629,625,0,1,INDIVIDUAL,0,0,0,0,0
367352,380876,10000,10000,4811.259551, 36 months,13.79%,340.76,C,C5,WEST HORIZON ADVENTURES,3 years,MORTGAGE,52000,Not Verified,8-Dec,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=367352,I would like this loan to consolidate a few credit cards and a installment agreement on some business taxes. I'm actually in the finance business and think this is a great program. If you have any questions please contact me.,debt_consolidation,Consolidate Debt to become debt free,801xx,CO,21.99,0,Aug-00,680,684,4,72,,12,0,6641,31.60%,18,f,0,0,9541.95,4139.24,7406.17,2130.35,0,5.43,0,11-Apr,340.76,11-Sep,16-Nov,694,690,0,1,INDIVIDUAL,0,0,0,0,0
367046,380214,4150,4150,3719.348852, 36 months,12.53%,138.89,C,C1,G  and  P Enterprises Inc. of NWA,< 1 year,MORTGAGE,26004,Verified,8-Dec,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=367046, Loan is required to buyout partner of G & P Enterprises Inc. of NWA. We specialize in the refurbishing and recycling of computer equipment for resale. In addition we provide other computer services such as repairs and database programming.,small_business,Partner Buyout,727xx,AR,22.7,0,May-84,675,679,1,69,,9,0,27535,54.40%,17,f,0,0,3194.47,2725.85,2461.6,722.06,0,10.81,3.66,10-Nov,138.89,11-May,16-Nov,519,515,0,1,INDIVIDUAL,0,0,0,0,0
367056,380232,8000,8000,1675, 36 months,12.84%,268.95,C,C2,ERA Besmatch RE,10+ years,RENT,50000,Verified,8-Dec,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=367056,To complete a business project,other,Temporary Financing,104xx,NY,22.22,0,Jul-88,695,699,2,,,6,0,49391,90.30%,10,f,0,0,2776.86,580.71,1862.12,914.45,0,0.29,0,9-Dec,287.74,10-May,16-Nov,594,590,0,1,INDIVIDUAL,0,0,0,0,0
366968,380076,15000,15000,5434.893491, 36 months,16.95%,534.41,E,E5,EMC Corp.,4 years,MORTGAGE,97344,Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=366968,Looking to consolidate 3 credit cards and a unsecured loan into a single manageable payment.,debt_consolidation,$15k to consolidate debt,750xx,TX,5.02,0,6-Oct,675,679,1,,,8,0,1513,30.90%,10,f,0,0,18502.43332,6644.76,15000,3502.44,0,0,0,10-Oct,7282.89,10-Nov,13-Feb,744,740,0,1,INDIVIDUAL,0,0,0,0,0
366397,378308,12000,12000,6313.78, 36 months,11.89%,397.97,B,B4,Zwicker and Associates,3 years,RENT,80000,Source Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=366397,"I am currently paying 1.99% on two credit cards but those both were teaser rates for 6 months and they expire at the end of December.  I want to refinance one of the cards to a more permanent fixed rate that's good for 3 years and much lower than the 22% I will be paying in January.  I plan to pay off one of the 2 high balance (9k and 12k) cards I have with cash that I have on hand and refinance the remaining card.  I do have 3 other credit cards with balances between 3k and 5500 but don't need help with those because I got good long term rates on those (0-4.99%). If funded, I plan to pay this loan off by the end of 2009 if not before then.  My salary varies but in the last 2 years, I have averaged over 80k and that should continue indefinately.  In addition to my base salary, I get bonus money where 95% of it (approx 30k bonus money total per year) comes between February and July) and my sole goal is to pay down my debt aggressively.  I usually keep all of my bills low but got caught in the stock market fiasco.  I did not accumulate debt due to not making enough income.  I did so because I lost a lot of money in the stock market and foolishly thought I could get it back and so I borrowed on some of my credit cards.  Lesson learned..I'm done with that business and it's time to pay off all debt and so I decided to try and reduce the interest rate on one of my credit cards.  As you will see by looking at my credit report, I've never missed a payment and never will.",credit_card,Loan Consolidation at lower rate,017xx,MA,19.63,0,Jul-84,720,724,4,,,10,0,36719,61.50%,13,f,0,0,13933.6306,6761.01,12000,1933.63,0,0,0,10-Oct,5587.23,10-Nov,16-Nov,754,750,0,1,INDIVIDUAL,0,0,0,0,0
366377,378268,15600,15600,3475.00092, 36 months,14.74%,538.78,D,D3,PBC Bd of County Commissioners,10+ years,MORTGAGE,70000,Verified,8-Dec,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=366377,I would like to pay off my AMX gold card with payments.,credit_card,payment,334xx,FL,24.89,0,Jun-91,670,674,2,41,,14,0,67901,79.60%,23,f,0,0,5387.8,1198.11,3668.03,1719.38,0,0.39,0,10-Mar,3.3,10-Mar,16-Nov,524,520,0,1,INDIVIDUAL,0,0,0,0,0
366303,378118,10000,10000,4674.998688, 36 months,15.68%,350.02,E,E1,IBM,10+ years,RENT,75000,Not Verified,8-Dec,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=366303, currently made payment of the home about 60K and re amont 10k is pending.loan required to finish a house purchase,home_improvement,loan required to finish a house purchase,662xx,KS,8.83,0,6-Jan,675,679,2,,,6,0,9700,36.70%,6,f,0,0,2488.94,1162.29,1357.97,739.57,0,391.4,3.95,9-Jun,350.02,9-Nov,9-Nov,499,0,0,1,INDIVIDUAL,0,0,0,0,0
366266,378052,13000,13000,10280.52591, 36 months,19.47%,479.66,G,G3,Merion Publications,8 years,MORTGAGE,92000,Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=366266,"We recently added an addition to our existing 1920 farmhouse, towards the end of the project we got hit with a double whammy of the economic downturn (we had some of the money for the addition in stocks) and a unforeseen cracked chimney that had to be replaced.  I had to take out a couple of credit cards and use the cash advance on them and tap into my bank line of credit to cover the cost.    I want to consolidate all these cost into one payment and lower the interest rate on that payment. ",debt_consolidation,Suranie Debt Consolidation,194xx,PA,24.4,0,May-92,660,664,9,31,,15,0,58439,70.80%,44,f,0,0,17267.46141,13253.04,12999.99,4267.48,0,0,0,11-Dec,492.7,12-Jan,14-Dec,654,650,0,1,INDIVIDUAL,0,0,0,0,0
366213,377927,10000,10000,8191.96, 36 months,9.32%,319.47,A,A4,Connecting Waters Charter School,7 years,MORTGAGE,60000,Not Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=366213,"I would like to consolidate my credit card debt. Currently, I have three outstanding balances. The first one is a Bank of America Visa with an annual percentage rate of 15%. The balance on this card is $2500. The second card is an Alaska Visa with a interest rate of 12% with a balance of $4000. The third card is a Nordstrom Visa. This annual percentage rate is 11.90%. The balance on this account is $4500.   The total amount requested is $10,000.  Thank you for your consideration in this request.",credit_card,Credit card consolidation,980xx,WA,19.58,0,Dec-78,755,759,0,,,8,0,164974,24.60%,17,f,0,0,11413.76972,9289.35,9999.99,1413.78,0,0,0,11-Apr,2813.67,11-May,11-May,569,565,0,1,INDIVIDUAL,0,0,0,0,0
365800,377037,5600,5600,2996.448276, 36 months,12.21%,186.57,B,B5,GM retired / Novatron,1 year,MORTGAGE,55000,Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=365800,"  I am retired but over the last two years I have had to use credit cards to help my children and their families. I helped one prevent foreclosure, I help another one prevent repossession of auto, and I helped my third one pay for medical attention.   Even though I am retired, I have had to go back to work full time at a fraction of what I used to make to help my family and to pay for the credit cards I used to make up the difference between what they needed and what I make.   I also have guardianship of my grand-daughter that is 15 and in high school, that lives with me and I am her only means of support.    Now that my children are doing ok, I need a little help to get rid of the high interest credit card debt, so that I can concentrate on raising my grand-daughter in a comfortable fashion and prepare to send her to college",credit_card,retirement help,480xx,MI,4.36,1,Aug-78,700,704,5,14,102,6,1,6788,26.70%,24,f,0,0,6716.208036,3401.88,5599.98,1116.23,0,0,0,11-Dec,191.53,12-Jan,11-Dec,649,645,0,1,INDIVIDUAL,0,0,0,1,0
365487,376557,23000,23000,8267.780098, 36 months,12.84%,773.22,C,C2,CLINICAL PATHOLOGY LABORATORIES,< 1 year,MORTGAGE,98004,Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=365487,I WOULD LIKE TO GET A PERSONAL LOAN TO CONSOLIDATE 2 OF MY DEBTS.,debt_consolidation,PERSONAL LOAN,201xx,VA,22.77,0,Jun-94,710,714,4,,,13,0,29716,80.50%,53,f,0,0,27835.66926,9037.55,22999.99,4835.68,0,0,0,11-Dec,774.27,12-Jan,15-Jan,719,715,0,1,INDIVIDUAL,0,0,0,0,0
362863,372505,9000,9000,5235.893766, 36 months,14.93%,311.68,E,E1,dennis kent,1 year,RENT,30000,Not Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=362863,"   To catch up the better credit card rate,to increase my credit score.",credit_card,personal,604xx,IL,10.72,0,3-Jul,660,664,5,,,8,0,11255,73.60%,10,f,0,0,11220.45311,6327.79,8999.98,2220.47,0,0,0,11-Dec,326.1,12-Jan,16-Apr,709,705,0,1,INDIVIDUAL,0,0,0,0,0
365220,376135,8000,7350,5275, 36 months,14.30%,252.28,D,D4,Brown Shoe Company,< 1 year,RENT,65000,Not Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=365220,"I promised to help my sister complete the renovation of the studio apartment she put aside for me in her house.  She agreed to pay for some of the costs and this is my part.  The improvement to the house will increase its value by approximately $35K and she will get a HELOC to give me the money to pay off the club loan, while I just make the repayments to her.  I am a very responsible adult with a great paying job and can easily make the monthly payments until I pay off the loan in full (estimating 12 months or less).",home_improvement,Short-term loan to finish home project,631xx,MO,8.22,0,Feb-96,665,669,5,70,,5,0,13081,83.90%,19,f,0,0,8230.47,5914.32,7350,880.47,0,0,0,9-Nov,5632.99,9-Dec,9-Nov,694,690,0,1,INDIVIDUAL,0,0,0,0,0
364937,375772,5500,5500,5119.56414, 36 months,14.62%,189.64,D,D5,Carnival Cruise Lines,3 years,RENT,24000,Not Verified,8-Dec,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=364937,I am looking to request $8000 loan to consolidate my current credi cards and auto loan. What i want to do is pay off my credit card as well as the difference in my current car loan after i trade it in. By doing this the only payment a month i will have is the $8000 loan i am requesting. I am trying to get my debt and credit together so i can move and head back over to school.,debt_consolidation,Please help,331xx,FL,20.45,0,5-Mar,670,674,4,,,4,0,4609,83.80%,7,f,0,0,6857.360454,6351.33,5499.98,1327.38,29.99999993,0,0,11-Dec,195.09,12-Jan,16-Nov,689,685,0,1,INDIVIDUAL,0,0,0,0,0
364878,375677,11200,11200,3675.002448, 36 months,10.83%,365.78,B,B3,noelle child design,8 years,MORTGAGE,350004,Verified,8-Dec,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=364878, consolidate credit card and medical bills,debt_consolidation,consolidate,597xx,MT,9.43,0,Mar-85,715,719,4,,,15,0,228727,77.50%,30,f,0,0,3703.27,1213.05,2465.3,823.67,18.2836582,396.02,4.03,9-Sep,365.78,10-Feb,16-Oct,604,600,0,1,INDIVIDUAL,0,0,0,0,0
